	Order	Family	Genus	Species	animal	TOTALINNOVATIONS2025	FOODINNO2025	TECHINNO2025	TOTALINNOVATIONS2025_ResEff	FOODINNO2025_ResEff	TECHINNO2025_ResEff	Range.Size	ResearchEffort	DietBreadth	HabitatBreadth	GenerationLength	GenerationLengthFULL	MaxLongevity	Insularity	UrbanFULL	IUCNStatus2019	StatusCode	PopulationTrend2019	TrendCode	HabitatDestruction	Overexploitation	InvasiveSpecies	CriterionB	Brain_size	Relative_brain_size	Beak_length.Culmen	Beak_length.Nares	Beak_width	Beak_depth	Tarsus_length	Wing_length	Kipps_distance	Secondary1	Hand.Wing_index	Tail_length	Mass	Habitat	Habitat_density	Migration	Trophic_level	Trophic_niche	Primary_lifestyle	Range_size	buildingcoll	lbuildingcoll	buildingcoll_mig	lbuildingcoll_mig	buildingcoll_nonmig	lbuildingcoll_nonmig	rawtowercoll	ltowercollnonzero	rawturbinecoll	lturbinecollnonxero	ALLcoll	Abundance.estimate
3754	CHARADRIIFORMES	SCOLOPACIDAE	Limosa	Limosa_lapponica	Limosa_lapponica	1	1	0	-0.188578397	0.09039446	-0.498061989	1469087.3	304	2	7.555023923	8.9	8.434449747	34	0	0	Near-Threatened	2	decreasing	1	1	1	1	NO	2.803	-0.207	92.5	75.1	5.4	8.1	53.2	210.1	117.8	90.3	56.6	74	291.65	Wetland	3	3	Carnivore	Aquatic predator	Terrestrial	1469087.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23949789
3805	CHARADRIIFORMES	SCOLOPACIDAE	Numenius	Numenius_arquata	Numenius_arquata	4	4	0	0.674090821	0.969936871	-0.529668586	12491410.25	428	2	7.914893617	5	9.518364315	32	0	0	Near-Threatened	2	decreasing	1	1	1	1	NO	4.602	-0.28	145.8	122.5	8.9	9.7	82.7	292.2	155.9	137.2	53.2	111.3	802.99	Grassland	3	3	Carnivore	Aquatic predator	Terrestrial	12491410.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26640376
3807	CHARADRIIFORMES	SCOLOPACIDAE	Numenius	Numenius_phaeopus	Numenius_phaeopus	3	3	0	0.544217933	0.810714309	-0.474691246	4802995.65	236	3	11.61977716	10.1	6.456258669	23.97	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	3.164	-0.211	92.1	67.1	6.6	7.7	59.9	233	123.4	107	53.5	99.8	364.57	Grassland	3	3	Carnivore	Omnivore	Terrestrial	4802995.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52205963
4065	CHARADRIIFORMES	CHARADRIIDAE	Vanellus	Vanellus_vanellus	Vanellus_vanellus	1	1	0	-0.348935584	-0.019502797	-0.592582724	18594755.95	845	1	3.373626374	9	6.185876204	23.6	0	0	Near-Threatened	2	decreasing	1	1	1	1	NO	2.285	-0.249	28.1	14.9	4.6	5.5	48.3	222.5	89.1	132.9	40.2	103.2	218.37	Wetland	3	2	Carnivore	Omnivore	Terrestrial	18594755.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43487298
4413	CHARADRIIFORMES	CHARADRIIDAE	Charadrius	Charadrius_melodus	Charadrius_melodus	1	0	1	-0.154787601	-0.579594945	0.215002795	501145.23	245	1	2.576040782	5.2	3.460657405	17.33333333	0	0	Near-Threatened	2	increasing	3	1	0	1	NO	0.997	-0.298	15	7.9	3.7	4	22.1	115.4	62.8	52.5	54.5	49.6	54.39	Coastal	3	3	Carnivore	Aquatic predator	Terrestrial	501145.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3324328
3527	CHARADRIIFORMES	CHARADRIIDAE	Charadrius	Charadrius_hiaticula	Charadrius_hiaticula	1	0	1	-0.194147387	-0.606569305	0.191802613	4520829.19	315	1	6.501642659	5.1	3.91495782	20.75	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	1.169	-0.231	16.1	8.3	3.3	3.7	25.3	126	69.1	56.3	53.5	60.2	64.04	Coastal	3	2	Carnivore	Aquatic predator	Terrestrial	4520829.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35155029
4567	CHARADRIIFORMES	CHARADRIIDAE	Pluvialis	Pluvialis_apricaria	Pluvialis_apricaria	1	0	1	-0.200484221	-0.610912114	0.188067438	3294836.99	328	3	4.840338587	5.2	4.450307267	17.28258506	0	0	Least-Concern	1	increasing	3	0	0	0	NO	2.253	-0.252	25	14.8	3.7	4.9	38	181.2	104.2	77.2	57.4	70.2	214	Grassland	3	3	Carnivore	Invertivore	Terrestrial	3294836.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18894447
3887	CHARADRIIFORMES	CHARADRIIDAE	Pluvialis	Pluvialis_dominica	Pluvialis_dominica	0	0	0	-0.816180046	-0.557832538	-0.459426915	3598916.91	200	3	4.389117043	5.6	4.088413021	16.24927814	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	1.835	-0.263	26.3	15.6	3.8	5.1	39.9	181.8	109.4	77.2	58.7	65.8	151.47	Grassland	3	3	Carnivore	Invertivore	Terrestrial	3598916.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22515869
3889	CHARADRIIFORMES	CHARADRIIDAE	Pluvialis	Pluvialis_squatarola	Pluvialis_squatarola	1	0	1	-0.146253763	-0.573746468	0.220032969	3963258.28	232	3	3.506137184	6	7.553302577	25.7	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	2.583	-0.202	32	19.2	5.1	7	44.5	184.4	110	73.2	60.1	71.4	250	Grassland	3	3	Carnivore	Aquatic predator	Terrestrial	3963258.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52525654
3684	CHARADRIIFORMES	HAEMATOPODIDAE	Haematopus	Haematopus_ostralegus	Haematopus_ostralegus	4	3	1	0.553153084	0.663911312	0.092193211	9505624.97	925	2	7.159008189	13.7	13.28090214	43.33	0	0	Near-Threatened	2	decreasing	1	1	1	1	NO	4.421	-0.082	76.1	59.1	7.5	11.8	49.9	250.3	129.5	123.2	51.2	106	526	Coastal	3	1	Carnivore	Aquatic predator	Terrestrial	9505624.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32888212
4474	CHARADRIIFORMES	RECURVIROSTRIDAE	Himantopus	Himantopus_himantopus	Himantopus_himantopus	1	1	0	-0.226815422	0.064189559	-0.520600372	56867877.55	388	1	6.688127736	7.3	5.599142123	16	0	0	Least-Concern	1	increasing	3	0	0	0	NO	1.9	-0.315	65.7	49.1	4.5	4.7	110.8	223.8	117.2	107.1	52.2	74	176.82	Wetland	3	2	Carnivore	Aquatic predator	Terrestrial	56867877.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73935899
8610	CHARADRIIFORMES	RECURVIROSTRIDAE	Recurvirostra	Recurvirostra_avosetta	Recurvirostra_avosetta	1	0	1	-0.202383711	-0.612213888	0.186947805	17136961.53	332	3	4.987906977	8.7	7.005610294	27.83	0	0	Least-Concern	1	unknown	NA	0	0	0	NO	1.849	-0.646	83.7	69.8	6.4	4.7	86.9	217.9	107.8	109.2	49.7	79.4	304	Wetland	3	2	Carnivore	Aquatic predator	Terrestrial	17136961.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33287699
3477	CHARADRIIFORMES	BURHINIDAE	Burhinus	Burhinus_oedicnemus	Burhinus_oedicnemus	3	3	0	0.5617395	0.822722328	-0.464363356	9168330.74	211	3	3.216071429	10.5	7.43404827	21.7161766	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	3.621	-0.205	43.1	20.6	8.1	9.1	75.1	233.4	111.5	122.2	47.7	116.6	459	Grassland	3	3	Carnivore	Invertivore	Terrestrial	9168330.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4071287
7541	GRUIFORMES	RALLIDAE	Crex	Crex_crex	Crex_crex	0	0	0	-0.936805858	-0.640500775	-0.530528439	12516028.75	432	4	4.23633678	3.7	2.035985627	8.288316077	0	0	Least-Concern	1	stable	2	1	1	1	NO	1.395	-0.55	24.2	10.2	3.5	6.4	40.5	137	46.4	89.6	34.1	51.2	154.91	Grassland	2	3	Carnivore	Omnivore	Terrestrial	12516028.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3177580
3655	GRUIFORMES	RALLIDAE	Fulica	Fulica_americana	Fulica_americana	2	2	0	0.222126561	0.499450583	-0.494973419	10934633.24	294	3	2.244668246	7	4.031447748	22.33	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	2.945	-0.596	37.3	14.8	5.9	10.7	54.8	183.1	65.8	115.7	36.3	50.6	636.74	Wetland	3	2	Herbivore	Herbivore aquatic	Aquatic	10934633.24	6	0.77815125	5	0.7	1	0	23	1.361727836	81	1.908485019	2.041392685	58912804
4458	GRUIFORMES	RALLIDAE	Fulica	Fulica_atra	Fulica_atra	8	5	3	1.157010812	1.080390368	0.794813298	33490842.86	835	4	8.026151222	7	4.19671358	21.455	0	0	Least-Concern	1	increasing	3	1	1	1	NO	2.872	-0.688	37.7	16.5	5.6	10.5	57	198.2	78.6	120	39.6	53.9	717.12	Wetland	3	1	Herbivore	Herbivore aquatic	Generalist	33490842.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71948892
7618	GRUIFORMES	RALLIDAE	Gallinula	Gallinula_chloropus	Gallinula_chloropus	13	7	6	1.696548136	1.435032112	1.412019943	38515141.7	448	4	6.995962954	5.9	3.573459451	18.58	0	0	Least-Concern	1	stable	2	0	0	0	NO	2.399	-0.448	33.9	13.2	4.3	8.1	45.9	165.5	53	110.5	32.2	69	339.63	Wetland	3	1	Omnivore	Omnivore	Terrestrial	38515141.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39632507
4463	GRUIFORMES	GRUIDAE	Grus	Grus_grus	Grus_grus	0	0	0	-1.025025869	-0.700960411	-0.582528729	15456101.32	758	4	5.351459717	13.4	17.02782152	43	0	0	Least-Concern	1	increasing	3	1	1	0	NO	17.192	-0.042	108.1	58.1	10.7	16.8	234.4	540.6	225.5	300.2	43	193.4	5499.99	Wetland	3	3	Herbivore	Omnivore	Terrestrial	15456101.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32822521
4462	GRUIFORMES	GRUIDAE	Grus	Grus_americana	Grus_americana	1	1	0	-0.146926916	0.118939382	-0.473510994	6122.49	233	3	3.150392017	13.1	13.3237574	31.29759518	0	0	Endangered	4	increasing	3	1	1	1	NO	NA	NA	148.8	77.1	13.1	22	288.8	605.8	258.8	347	42.7	208.8	5825.99	Wetland	3	3	Carnivore	Omnivore	Terrestrial	6122.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	446204
3682	GRUIFORMES	GRUIDAE	Grus	Grus_japonensis	Grus_japonensis	0	0	0	-0.82004218	-0.560479367	-0.461703407	738171.22	205	4	4.274212834	12.3	12.55007461	33.74881713	0	0	Endangered	4	decreasing	1	1	1	0	NO	20.221	-0.142	161	87.6	11.6	20.8	283.5	616	253.7	362.3	41.1	244.5	8785.99	Wetland	3	3	Omnivore	Omnivore	Terrestrial	738171.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2233069
8724	GRUIFORMES	GRUIDAE	Grus	Antigone_canadensis	Grus_canadensis	5	4	1	0.852790537	0.967454722	0.161343742	8593771.09	438	4	1.812587413	NA	11.45521958	36.6	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	15.083	-0.034	122.9	67.4	10.2	15.9	216.2	477.8	210	270	43.8	175.4	4296.22	Wetland	3	3	Omnivore	Omnivore	Terrestrial	8593771.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
775	COLUMBIFORMES	COLUMBIDAE	Columba	Columba_livia	Columba_livia	6	4	2	0.813600264	0.83495277	0.452846207	17464191.46	1501	3	3.788368336	5.8	3.993083763	21.54166667	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	2.369	-0.484	23.2	12.1	4.3	5	26.5	219.6	98.8	120.4	45.1	105.5	354.2	Human Modified	3	1	Herbivore	Granivore	Terrestrial	17464191.46	416	2.619093331	289	2.46	118	2.07	1	0	116	2.064457989	2.726727209	285765338
4424	COLUMBIFORMES	COLUMBIDAE	Columba	Columba_palumbus	Columba_palumbus	4	3	1	0.710175547	0.77152319	0.18474833	11947217.36	340	2	5.884799711	5.7	3.716278409	19.16188144	0	0	Least-Concern	1	increasing	3	0	0	0	NO	2.533	-0.599	27.8	13.1	8	7.8	31.5	246.4	101.4	145	41.2	153.2	490	Woodland	2	1	Herbivore	Omnivore	Terrestrial	11947217.36	10	1	8	0.9	2	0.3	NA	NA	NA	NA	1	334511213
4605	COLUMBIFORMES	COLUMBIDAE	Streptopelia	Streptopelia_decaocto	Streptopelia_decaocto	6	6	0	0.99422238	1.295210385	-0.539300414	19265912.02	475	3	4.751357642	5.3	3.455689008	17.75	0	1	Least-Concern	1	increasing	3	0	0	0	NO	1.502	-0.454	20.9	9.6	3.9	3.9	20.8	173.7	60.9	111.5	35.4	134.2	148.96	Human Modified	3	1	Herbivore	Omnivore	Terrestrial	19265912.02	19	1.278753601	5	0.7	0	NA	NA	NA	8	0.903089987	1.431363764	203977979
4647	COLUMBIFORMES	COLUMBIDAE	Zenaida	Zenaida_macroura	Zenaida_macroura	0	0	0	-0.884787641	-0.604851238	-0.499866888	11131808.01	310	2	4.768261965	6.7	5.371662876	31.33	0	0	Least-Concern	1	increasing	3	0	0	0	NO	1.204	-0.549	19.6	9.3	2.7	3.4	19.6	144.4	53.1	91.6	36.6	122.2	118.93	Human Modified	3	1	Herbivore	Granivore	Terrestrial	11131808.01	484	2.684845362	358	2.55	112	2.05	165	2.217483944	531	2.725094521	3.071882007	239547974
3585	CUCULIFORMES	CUCULIDAE	Cuculus	Cuculus_canorus	Cuculus_canorus	1	1	0	-0.296493834	0.016436998	-0.561671526	37338142.79	605	2	5.233317215	7	2.756471878	12.92	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	1.583	-0.238	26	15.4	7.6	7.6	21.4	192	84.6	105.9	43.9	158.1	111.36	Forest	2	3	Carnivore	Invertivore	Insessorial	37338142.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27722550
3536	OTIDIFORMES	OTIDIDAE	Chlamydotis	Chlamydotis_undulata	Chlamydotis_undulata	0	0	0	-0.874879094	-0.598060635	-0.494026407	3413138.33	291	4	3.303102625	6.6	7.121839403	17.51851345	0	0	Vulnerable	3	decreasing	1	1	1	1	NO	5.373	-0.476	49.6	24.3	11.2	9.2	92.1	364.3	149.3	213.3	41.1	222	1501.33	Desert	3	1	Herbivore	Omnivore	Terrestrial	3413138.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	628353
3348	OTIDIFORMES	OTIDIDAE	Otis	Otis_tarda	Otis_tarda	1	1	0	-0.252137908	0.046835353	-0.535526425	4521984.02	456	3	2.142857143	14	10.8622133	30.4865541	0	0	Vulnerable	3	decreasing	1	1	1	0	NO	10.55	-0.646	62.3	32	15.6	18.5	137.8	550.8	228.5	307.8	42.7	218.3	6759.92	Grassland	3	2	Omnivore	Omnivore	Terrestrial	4521984.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	997758
8601	PODICIPEDIFORMES	PODICIPEDIDAE	Podiceps	Podiceps_cristatus	Podiceps_cristatus	3	1	2	0.379704101	0.004821207	0.526950221	19812770.45	674	2	4.581549241	7.1	5.448572694	19.25	0	0	Least-Concern	1	unknown	NA	1	0	1	NO	3.221	-0.584	57.5	35.4	6.6	10.6	60.9	183.6	79	105.4	42.9	40.7	730.96	Wetland	3	1	Carnivore	Aquatic predator	Aquatic	19812770.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7235996
3891	PODICIPEDIFORMES	PODICIPEDIDAE	Podiceps	Podiceps_grisegena	Podiceps_grisegena	0	0	0	-0.830377043	-0.567562137	-0.467795175	17383433.44	219	2	3.80626927	7.1	5.626612132	15.50513828	0	0	Least-Concern	1	decreasing	1	1	1	1	NO	4.088	-0.534	48.1	27.3	6.2	10.2	54.4	167.1	66.8	96.4	40.9	32	1023	Wetland	3	3	Carnivore	Aquatic predator	Aquatic	17383433.44	2	0.301029996	1	0	1	0	NA	NA	NA	NA	0.301029996	23110387
8602	PODICIPEDIFORMES	PODICIPEDIDAE	Podiceps	Podiceps_nigricollis	Podiceps_nigricollis	1	0	1	-0.217664741	-0.622686405	0.177940574	16435591.3	366	2	3.985355649	7.1	5.027990321	13.08333333	0	0	Least-Concern	1	unknown	NA	0	0	0	NO	1.74	-0.878	26.2	15.4	5.5	5.9	39.6	127.2	55.1	70.1	44	28	412.44	Wetland	3	3	Carnivore	Aquatic predator	Aquatic	16435591.3	NA	NA	NA	NA	NA	NA	1	0	13	1.113943352	1.146128036	34341639
4019	PODICIPEDIFORMES	PODICIPEDIDAE	Tachybaptus	Tachybaptus_ruficollis	Tachybaptus_ruficollis	13	5	8	1.751762762	1.185190164	1.69588001	36639881.74	315	2	4.420449898	5.4	4.650740495	17.5	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	1.683	-0.412	23.9	11.5	4.4	6.7	35.4	100	31.6	66.6	32.2	29.1	169.43	Wetland	3	1	Carnivore	Aquatic predator	Aquatic	36639881.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13066698
4554	PHOENICOPTERIFORMES	PHOENICOPTERIDAE	Phoenicopterus	Phoenicopterus_ruber	Phoenicopterus_ruber	1	1	0	-0.236605693	0.057480013	-0.526371137	241334.34	413	4	0.99537037	15	12.96915412	35.32211487	0	0	Least-Concern	1	increasing	3	0	0	0	NO	10.93	-0.16	126	89.5	26.9	36.7	282	408.8	190.5	210	47.5	138.8	3031.59	Coastal	3	1	Carnivore	Aquatic predator	Terrestrial	241334.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32497706
4373	ANSERIFORMES	ANATIDAE	Anas	Anas_platyrhynchos	Anas_platyrhynchos	16	6	10	1.641056768	1.130410399	1.716853235	39707247.47	2197	4	6.383263598	6.6	4.781012977	27.6	0	0	Least-Concern	1	increasing	3	0	0	0	NO	5.489	-0.131	58.5	41	20.8	17.8	40.6	263.4	133.5	129.9	50.7	86.9	843.42	Wetland	3	2	Herbivore	Herbivore aquatic	Aquatic	39707247.47	23	1.361727836	17	1.23	6	0.78	2	0.301029996	51	1.707570176	1.880813592	167717060
3440	ANSERIFORMES	ANATIDAE	Anas	Anas_rubripes	Anas_rubripes	0	0	0	-0.878076105	-0.600251636	-0.495910849	4118764.61	297	3	4.897081413	6.7	4.821432747	26.42	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	NA	NA	59.4	42	20.4	17	41.9	267.2	136.5	129.2	51.4	73.5	1240.96	Wetland	3	2	Omnivore	Herbivore aquatic	Aquatic	4118764.61	NA	NA	NA	NA	NA	NA	1	0	NA	NA	0	18953154
8510	ANSERIFORMES	ANATIDAE	Anas	Anas_crecca	Anas_crecca	2	1	1	0.15928572	0.050918892	0.161132937	31784516.68	439	3	3.135341536	6.3	3.878402736	21.25	0	0	Least-Concern	1	unknown	NA	0	0	0	NO	2.737	-0.32	35.8	29.6	12.1	11.4	25.9	180.4	96.6	83.8	53.5	61.2	341.89	Wetland	3	2	Herbivore	Herbivore aquatic	Aquatic	31784516.68	1	0	1	0	0	NA	8	0.903089987	11	1.041392685	1.301029996	56760899
3434	ANSERIFORMES	ANATIDAE	Anas	Anas_acuta	Anas_acuta	0	0	0	-0.948350469	-0.648412619	-0.53733328	28403500.77	465	4	4.035735557	6.8	4.947677081	27.42	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	4.877	-0.313	48.1	31.9	14.5	14.8	36.9	256.7	148.4	107.8	57.8	124.7	944.62	Wetland	3	3	Herbivore	Herbivore aquatic	Aquatic	28403500.77	NA	NA	NA	NA	NA	NA	1	0	7	0.84509804	0.903089987	98587756
8655	ANSERIFORMES	ANATIDAE	Anas	Mareca_penelope	Anas_penelope	4	2	2	0.715806511	0.487700175	0.593532546	16342850.08	328	2	5.350296862	NA	3.789266937	20.62622125	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	4.103	-0.371	38.5	26.5	15.5	12.4	35.5	250.6	143	107.2	57.2	89.7	770.03	Wetland	3	3	Herbivore	Omnivore	Terrestrial	16342850.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8741	ANSERIFORMES	ANATIDAE	Mareca	Mareca_strepera	Anas_strepera	1	1	0	-0.200484221	0.082235066	-0.505079743	18552362.65	328	2	1.58522359	NA	3.673352314	20.9	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.7	34.7	16.5	13.7	36.5	251.3	137	113	54.8	83	915.58	Wetland	3	2	Herbivore	Herbivore aquatic	Aquatic	18552362.65	NA	NA	NA	NA	NA	NA	2	0.301029996	5	0.698970004	0.84509804	NA
3466	ANSERIFORMES	ANATIDAE	Aythya	Aythya_affinis	Aythya_affinis	2	2	0	0.253254302	0.520783293	-0.476625523	5052907.86	241	3	5.474049857	7.7	5.023958311	19.68436471	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	4.343	-0.349	47.3	29.4	19.6	13.4	34.9	198.2	101	97	51	53.4	819.45	Wetland	3	3	Omnivore	Aquatic predator	Aquatic	5052907.86	NA	NA	NA	NA	NA	NA	12	1.079181246	7	0.84509804	1.278753601	25895447
7446	ANSERIFORMES	ANATIDAE	Aythya	Aythya_fuligula	Aythya_fuligula	1	1	0	-0.273641564	0.032098297	-0.548201513	20377977.97	523	4	5.342660353	7.3	4.012210421	22	0	0	Least-Concern	1	stable	2	0	0	0	NO	4.091	-0.321	43.9	27.6	19.5	13.2	31.3	196.9	99	98.6	50.1	53.4	701.17	Wetland	3	2	Omnivore	Herbivore aquatic	Aquatic	20377977.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35898153
4387	ANSERIFORMES	ANATIDAE	Aythya	Aythya_collaris	Aythya_collaris	0	0	0	-0.823064984	-0.562550978	-0.463485164	4899833.68	209	3	1.58522359	7.4	3.76042376	20.42	0	0	Least-Concern	1	increasing	3	0	0	0	NO	5.445	-0.038	51.4	29.9	18.9	13.6	33.2	194.8	92.6	99.4	48.2	57.6	704.55	Wetland	3	3	Omnivore	Herbivore aquatic	Aquatic	4899833.68	NA	NA	NA	NA	NA	NA	61	1.785329835	3	0.477121255	1.806179974	91130489
3468	ANSERIFORMES	ANATIDAE	Aythya	Aythya_ferina	Aythya_ferina	0	0	0	-0.896002199	-0.612536888	-0.506477183	16611109.18	333	4	6.190294167	7.6	4.227950229	23.17	0	0	Vulnerable	3	decreasing	1	1	1	1	NO	5.177	-0.176	50.5	30.5	17.9	13.7	35	208.6	104.4	104.2	50.1	53.7	822.99	Wetland	3	1	Herbivore	Herbivore aquatic	Aquatic	16611109.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6271618
3470	ANSERIFORMES	ANATIDAE	Aythya	Aythya_nyroca	Aythya_nyroca	0	0	0	-0.816960102	-0.558367133	-0.459886711	6827514.86	201	4	3.764404609	7.6	3.514308407	18.59984751	0	0	Near-Threatened	2	decreasing	1	1	1	1	NO	5.47	0.082	41.2	27.5	18.4	12.5	28.6	182.5	89.1	93.2	48.9	53	574	Wetland	3	3	Herbivore	Herbivore aquatic	Aquatic	6827514.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34714594
8577	ANSERIFORMES	ANATIDAE	Mergus	Mergus_merganser	Mergus_merganser	4	3	1	0.694400442	0.76071207	0.175449872	24915961.61	376	2	5.644677661	7.3	5.050720794	17.74235977	0	0	Least-Concern	1	unknown	NA	0	1	0	NO	5.795	-0.381	69.4	38.4	10.4	11.7	50.9	270.8	123.8	145.7	46	107.2	1451.02	Riverine	3	3	Carnivore	Aquatic predator	Aquatic	24915961.61	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	35001347
7450	ANSERIFORMES	ANATIDAE	Bucephala	Bucephala_clangula	Bucephala_clangula	2	2	0	0.158928896	0.456139459	-0.532224569	22082935.41	440	4	4.742415677	8	7.109900304	20.41666667	0	0	Least-Concern	1	stable	2	1	1	1	NO	6.008	-0.088	38.1	17.7	16.1	11.9	34.1	208.7	105.4	99.4	51.4	82	918.56	Wetland	3	3	Carnivore	Aquatic predator	Aquatic	22082935.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26171669
8616	ANSERIFORMES	ANATIDAE	Somateria	Somateria_mollissima	Somateria_mollissima	2	2	0	0.045412899	0.378343778	-0.599135293	3321100.72	907	4	2.355236729	9	11.21901402	37.83	0	0	Near-Threatened	2	unknown	NA	1	1	1	NO	8.136	-0.239	62.1	28	19.1	16.9	47.5	280.2	126.2	154.5	44.9	88.1	2060.93	Marine	3	2	Carnivore	Aquatic predator	Aquatic	3321100.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16192884
3562	ANSERIFORMES	ANATIDAE	Clangula	Clangula_hyemalis	Clangula_hyemalis	3	3	0	0.562482673	0.823231646	-0.4639253	9492361.68	210	3	2.739130435	9	6.005650979	22.67	0	0	Vulnerable	3	decreasing	1	1	1	1	NO	4.939	-0.255	32.1	19.2	16	11.9	33.1	215.6	108.5	105	50.9	130.8	871	Wetland	3	3	Carnivore	Aquatic predator	Aquatic	9492361.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39986676
4337	ANSERIFORMES	ANATIDAE	Tadorna	Tadorna_tadorna	Tadorna_tadorna	1	1	0	-0.206115185	0.078376009	-0.508398851	9435093.57	340	3	2.302325581	10.9	8.13245923	24.75	0	0	Least-Concern	1	increasing	3	0	0	0	NO	5.423	-0.315	54.2	31	18.4	14.9	51.6	313.9	161.7	150.4	51.8	109.9	1146.83	Coastal	3	2	Carnivore	Aquatic predator	Generalist	9435093.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14187918
4371	ANSERIFORMES	ANATIDAE	Aix	Aix_sponsa	Aix_sponsa	3	0	3	0.46234218	-0.631691791	0.863342377	6191757.66	398	2	2.884269663	7.4	4.056081918	22.5	0	0	Least-Concern	1	increasing	3	0	0	0	NO	4.285	-0.239	38.6	24.7	15.1	11.4	32.9	220.5	108.5	111	49.4	106.8	657.59	Wetland	3	1	Herbivore	Omnivore	Generalist	6191757.66	6	0.77815125	4	0.6	2	0.3	8	0.903089987	2	0.301029996	1.204119983	12889322
449	ANSERIFORMES	ANATIDAE	Cairina	Cairina_moschata	Cairina_moschata	1	0	1	-0.192145055	-0.605197051	0.192982865	14188216.55	311	4	3.601724138	7.8	3.935264598	13.97447601	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	7.438	-0.418	65.9	38.7	22.6	15.7	56.2	345	124	226.8	35.2	160.2	2415.78	Wetland	3	1	Omnivore	Omnivore	Generalist	14188216.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6489593
8511	ANSERIFORMES	ANATIDAE	Anser	Anser_albifrons	Anser_albifrons	3	2	1	0.420106692	0.437975338	0.145299965	5891602.97	521	2	4.744326778	11.3	8.40029148	25.88500199	0	0	Least-Concern	1	unknown	NA	0	0	0	NO	9.202	-0.226	48.7	27.6	18.4	17.5	65	408.2	213.8	192.8	52.6	123.5	2506.39	Grassland	3	3	Herbivore	Herbivore terrestrial	Terrestrial	5891602.97	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	77365597
